Index,user,date,review,movie,polarity,sentiment
43,WorldMovie,5 November 2021,"Jai Bhim real. No doubt it. A real story portrayed gripping realism. Makes connect reality. Jai Bhim brutal. Yes, horror stereotyping people. Breaks heart throughout event. Jai Bhim thoughtful sense keep thinking really culprit today's society. Finally gives silver lining dark. Its tribute Ambedkar's war against casteism.Now coming movie, Suriya plays role dedicated lawyer. He works upliftment downtrodden provides justice. He plays part well, no nonsense behavior normally done protagony south movies. antagony well represented. Means perfect outwardly but devil inside. A war justice injustice finally gives optimistic ending. Like ray appearing dark. message awareness cultivate rearding oppression done law keepers mandatory nowadays. shall remember movies like Jai bhim Ardh Satya regarding social issues. Both simply outstanding though opposed one another story.Prakash Raj good watch esp Positive role. performances praiseworthy. All possible edges covered makes seated. BGM, storytelling script perfect theme. A watch. One best south. Recommended social issues Indian context. Its strong point also movie based upon true story see happenned. So nothing analyse content believe. A   /  .         found helpful. Was review helpful? Sign vote. Permalink",Jai Bhim,0.2614669421487600,positive
44,SAMTHEBESTEST,26 October 2020,"Asuran         Brief Review -A Revenge drama filled action raises voice against lower class discrimination higher class oppression. Tamil Movie Asuran   strong sides   big reasons recommend film. First, it's revenge drama filled action sure shot safe bet Masses second explored serious issues like Discrimination honour killing Classes. film raises voice against traditional higher class oppression loudly also makes little emotional addition family values. Although, not favour much realism quality filmmaking, overall gesture still par. An action flick Tamil Cinema mostly entertainment mainstream masala but Asuran tried little different mainstream masala see whether not time Films audience move on. Luckily, film proves it's point yes, audience ready accept film spread awareness also give pleasure watching Action flick time. high ratings IMDb users Public reactions overwhelming, didn't agree fully though. Yes agree Asuran Very Good Movie one rare actions films hearth brain right place but somehow not Outstanding Extraordinary. Maybe Tamil audience feel new hence overwhelmed but rest audience across nation globe films long ago  and fall category . Dhanush, Manju Ken Karunas three names remembered acting film, rest okay-okay. Cinematography bit dragged action sequences otherwise no complaints. Vetrimaaran's attempt action film Social message undoubtedly successful. Overall, A Nice Definitely watchable film but not anywhere close Classic tag.RATING -  /  *By - #samthebestest     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.1783775444413740,positive
45,arungeorge,9 November 2019,"What see beginning Asuran father-son duo trying flee something/someone - not told happened beforehand. Borrowing cues Vetrimaaran's Vada Chennai somewhat similar opening sequence  albeit twist different backdrop , films feel like two pieces meat, cooked conditioned differently.Power  in simplest terms  many Vetrimaaran's films amount possession property position political caste hierarchy. It's pretty much Asuran well. insatiable greed upper-caste, land-grabbing rich men root cause issues Vadakkooran  Aadukalam Naren  Sivasamy  Dhanush  eventually spiral control. As case Vada Chennai, lives lost sides it's time redemption.DOP Velraj paints Asuran various shades brown red, two colours define flick multiple ways. Red denotes spilt blood brown denotes land. film blood-soaked revenge saga - time, violence strikes close home, man house  who's pacifist  undergoes massy, intense transformation. pre-interval block conveys quite well. It's action set-piece looks refined raw  Peter Hein handles fight choreography, speaks itself  Vetrimaaran movie. almost felt like Vetrimaaran built scenes signature style sat back exclaimed  ""Well, here's set-piece fans/masses"".Manju Warrier, plays Pachaiyammal, terrific screentime allotted her. She brandish sickle right way 'right-er' way goaded. holds against bunch ruffians scene early film, riot. Dhanush superb whenever he's playing senior  more restrained  version Sivasamy. In second half, violent massiness explained pretty lengthy flashback also involves casteism power conflicts. While effective, it's far cry 'Rajan' flashback Vada Chennai. Teejay Arunaasalam Ken Karunas, children Sivasamy, lend convincing performances. However, need voiceovers elucidating proceedings, times, felt like dampener.GVP's massy score fights total banger. He makes sure viewers not miss SaNa's compositions. Asuran sprinkled political undercurrents many commercial film  and filmmaker  usually tries avoid. It's redemption oppressed. For reason alone, film worth watch. Also, ends Ambedkar-like statement - education biggest difference-maker! may not Dhanush-Vetri's absolute best effort, yet one best Tamil cinema likely offer year.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.19048101021785200,positive
46,santhosh,25 November 2019,Excellent Movie. another Best Movie Dhanush Vetrimaaran Combo. movie not boring. movie one Best Movie Dhanush Vetrimaaran. Songs BGM movie excellent. movie interesting beginning end. movie one Best Tamil Movie     . Excellent Movie.     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.875,positive
47,saru,7 October 2019,"Made slow mode throughout but perfect movie.Getting characters' lives natural felt like live characters hence movie felt lively.Dhanush old man role carries fantastically throughout movie, Dhanush perfect character artist Tamil cinema, simply gets fit kinda role. action sequences seemed real got goosebumps revelations Asuran,   action scenes enough elevate movie audience's mind.  -May-     Watching  nd time. Though lost excitement knowing whole plot, still enjoyable watch Dhanush's acting skills, awesome see actor diverse set things, taking us along ride submerging characters something rare actors nowadays, definitely delightful experience watching act out.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.3242424242424240,positive
48,Azanspy,26 December 2019,"Asuran one best Tamil movie year. well made action drama good making powerful performances. Dhanush simply best actor Tamil cinema along Vijay Sethupathi. He father figure role younger role effectively. Manju Warrier also gave powerful performance applause efforts. Pasupathy Prakash Raj also good supporting roles. cinematography music really suits narrative movie gets us Tamil western mood. Overall, Asuran brilliant movie another masterclass Vertrimaaran's movie list.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.4321428571428570,positive
49,dhavalpithwa,3 April 2021,Can't Explained Movie Watch Dhanush Act Unbelievable..     found helpful. Was review helpful? Sign vote. Permalink,Asuran,-0.25,negative
50,eldreddsouza,3 June 2021,"At first bit sceptical film last Tamil film watched trusting reviews 'Pariyerum Perumal' extremely disappointed it. haven't watched many Tamil films, since I'm Malayalam films love style film making. Having watched PP seeing high praises felt film hailed 'masterpiece' sorts bogus remarks, not many expectations Asuran, also high ratings. Tamil film watched apart usual Rajnikanth, Ravi Teja, Ram Charan masala films Mandela. A film happened like much.Anyway coming film, completely amazed well made is. film all. A riveting story, beautifully drawn character arcs, really immersive screenplay, fantastic realistic acting mindblowing action sequences. action film soooooo good masterfully choreographed watched entire film once. plot realistic, didn't find plotholes such. Something appreciate much make film hard taken seriously make feel stupid. Very realistic tone film tackles jarring issues faced rural parts country.There's not single thing dislike film. film heart acting every actor helps bring emotions.Totally impressed!  /  .     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.14470982142857100,positive
51,riddhimaakaritu,9 May 2021,Dhanush amazing.   Only thing didn't enjoy slow motion effect action sequences.     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.16000000000000000,positive
52,magadalwarmayur,11 December 2019,After vada Chennai good movie but nowhere near vada Chennai     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.40000000000000000,positive
53,HotDoggyBoomBooM,29 November 2019,It's really good movie honest doubts first .it worth unpredictable lacks many tamil movie story but movie best year.     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.45476190476190500,positive
54,arjuntkalathil,8 November 2019,"Here story old but direction acting made one good one time watch.Asuran mixture emotions,violence masses.If fan mass/class watch realistic too.      found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.24166666666666700,positive
55,cinish,6 October 2019,"Granted movie threads not easy predict, but said done, mostly lot mindless violence.Dhanush acted well. Pretty much actors done really good work. Making performances good but nothing new take away.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.2587121212121210,positive
56,WorldMovie,16 January 2022,"movie demonized. Everything is. It's story bloodshed person's life. Dhanush plays role farmer violent history. He settled peacefully wife three kids. Then saga violence erupts changing life forever. Dhanush eldest son beats landlord's son due land dispute. outputs killing eldest son. Then younger son kills landlord. Finally Dhanush kills landlord's entire family protecting younger son them. In midst movie also portrays Dhanush previoys life alcohol maker turned gradually bloody violent episode due injustices done him.About movie say it's bloody flick raw portrayal violence rural India. Though optimism end, still violence heart justifying title. Violence gripping point movie. If like bloodshed like it. Other's not. Dhanush not perfect role father. Prakash Raj always good. climax remains awkward. Dhanush though entire life blood shed advises son study refrain violence. didn't felt real all. If rural indian violent movies considered would recommend Virumandi. Summing movie felt like average action movie.  /   Vetrimann sir job.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,-0.17107371794871800,negative
57,mujtabasaif,4 January 2021,"movie not good expected, like way protect family goons.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,-0.22500000000000000,negative
58,mynameritesh,16 August 2020,"ASURAN        TAMIL REVIEW#asuranreview #asuran #tamilmovie #dhanush.. Plot  teenage son farmer underprivileged caste kills rich, upper caste landlord. Will farmer, loving father pacifist heart, able save hot-blooded son rest story.....Review   essential job director create character depth authenticity true life big screen. Vetri Maaran one Director portrays leads way thats even easy favourite Dhanush. Asuran raw, dark, gripping rivetting experience highlighting differences warring familes. Vetri Maaran aware craft displaying rural outfits Tamil Nadu efficiently hus contemporaries. setting , BGM Screenplay top notch. Pre Interval Fight Scene one best moments movie. poignant drama within household adds depth extending emotional elements.Malayalam Actress Manju Warrier outstanding wife Sivasami  Dhanush , gets accent dialogue delivery point. Teejay Ken done commendable acts sons Sivasami. Dhanush outstanding Sivasami, displays vulnerability rage brilliant performance. Pasupathy Prakash Raj noteworthy important roles.With astounding BGM, Vetri Maaran's Asuran rivetting watch takes account brilliant tight narrative , powerful performances pitch perfect screenplay. Brilliant Watch..Goods   . Vetri Maaran + Dhanush Combo . Realistic Rural Outfit . Intriguing Screenplay . BGM + Commendable Performances.. Bads   . Scenes Gory Violent... Final Rating    /  .. Verdict   Must Watch ..Follow Instagram More   @RiteshReviews     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.3063429217840980,positive
59,naveensankaran,11 November 2019,"When actor, go distance vision, calibre pull off impossible, stands sake art-form associated friendship, transform relatively known story rustic piece, palette wonderful performances..that's Asuran me.Backed surreal cinematography work bankable background score, Asuran Dhanush friendship Vetrimaran  Black pearl Thamizh cinema, would call rather .Vetrimaran sense casting, seems spot on. Again !Dhanush way beyond actor..he lived Sivasami, lived vision Vetrimaran. wish collaborations sake cinema fanatics like me..just loving work     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.1625,positive
60,jakegylly,31 January 2020,Bgm highlight you'll get chills sure screenplay natural story relatable society issues but second half bit lagging.... actors delivery finest performance overall watch movie     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.08666666666666670,negative
61,wwwranga,16 November 2019,Script poorly written realism missing action scenes.but actors acted film done job brilliantly.      found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.10000000000000000,negative
62,nneelakandan,22 May 2021,movie clearly presented make movie novel portray characters without compromises. Apart dialogue delivery every characters played artist top notch. Superb direction watch movie.     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.5333333333333330,positive
63,vijaygujjar,7 November 2019,What movie man dhanushkraja nailed sivasamy role.Iamteejaymelody bro u rocked looking forward ur movies.The script & screenplay best VetriMaaran real cult & mass director ever seen till now.Themanjuwarrier steals show performance. Each actor best. back movie BGM gvprakash bro always rocks BGM.     found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.55,positive
64,soumyalal,29 July 2020,don't understand Tamil but watching       mins movie understood everything. Terrific Story telling never seen movies like before. gem movie please bollywood don't spoil making remakes. Dhanush acting point perfect. Hats off director writer seriously mindblowing movie. BGM tooo good        found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.2733333333333330,positive
65,vg,5 April 2020,"First hour good, refreshing. Then goes story goes back clichéd images, action plays out. Still, good watch.      found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.375,positive
66,marvelshazamgadot,28 May 2020,What times live kind movies produced. Same old rich poor problems. Why can't people innovate produce something better. These people can't question injustice real life but want happy making worst movies. Unbearable.      found helpful. Was review helpful? Sign vote. Permalink,Asuran,0.13113636363636400,positive
67,pritambag,24 April 2020,"A powerpact action movie highlighting real side caste system. actions sequences really horrifying dark. Dhanush terrifying father fighting son spine chilling BGM contrast it. film highlights, far man go family. If want watch realistic film based harsh naked society. it. personally thrilled would highly recommend it.     found helpful. Was review helpful? Sign vote. Permalink",Asuran,-0.1186111111111110,negative
68,ericsaju,14 July 2021,"One best Movie highlights ""UNFAIR PRACTICE OF LANDLORD IN THE SOCIETY"" . story start undistribution land . Dhanush Son killed landlord . effects case shown correctly movie. Tha movie ends message "" EDUCATION IS THE MOST IMPORTANT TOOL THAT WE CAN USE AGAINST THE ILLEGAL PROBLEMS IN OUR SOCIETY SOCIETY....OVERALL"" A MUST WATCH MOVIE'...     found helpful. Was review helpful? Sign vote. Permalink",Asuran,0.1166666666666670,positive
69,santhosh,6 April 2019,Good Movie. Ajith Kumar everybody acted well movie but not best Ajith Kumar. Fight scenes good movie. Songs BGM movie good. movie interesting twists turns. movie not interesting. movie lagged much made movie somewhat boring. movie illogical scenes. movie not excellent. Good Movie. 2 2 found helpful. Was review helpful? Sign vote. Permalink,Asal,0.12500000000000000,positive
70,Theonlydev,5 November 2011,Ajith wasted movie dull face inappropriate make up...previous films gained somethings..but time fails deliver good product...movie lacks many flaws loop holes..music background not good..worst movie saran's history..they aimed stylish movie but film looks dull half...Bhavana real relief movie...she comes cute charming face steal heart...first half OK..second half poor screenplay...sorry Ajith sir...one flop you...please choose good scripts...verdict-dull show Ajith saranrating-1/10 5 8 found helpful. Was review helpful? Sign vote. Permalink,Asal,0.12738095238095200,positive
71,pradeesh,10 February 2010,"movie Asal Ajith, stylish outfits cool attitude. Story not impressive but Ajith really impresses us silent yet powerful show. Its not new Tamil cinema storyline could better comes music. Ajith finally set benchmark colleagues not using special tag-line ""Ultimate star"", need extra applause brilliant initiative. screenplay really good times adds thrills suspense content. Cinematography top notch stunt choreography. To wrap Asal worth watch real entertainer. 12 25 found helpful. Was review helpful? Sign vote. Permalink",Asal,0.24935064935064900,positive
72,mpreethamraj,3 March 2021,"Saran pandered Ajith's image results obvious. songs hinder screenplay situations brainless guns, fist fury. There's even fight sequence Ajith simply breaks steel doors bare hands. Numerous ""thala"" dialogues pepper proceedings.To conclude, die-hard Ajith fans plenty reasons rejoice. For others, leave brains home. 1 1 found helpful. Was review helpful? Sign vote. Permalink",Asal,0.0125,negative
73,periyathambirajan,5 February 2010,"After Long Gap..... AjithKumar name title slides misses title ""Ultimate Star"" film Stylish customes similar James Bond 007 series. think Ajith tried retain multiple roles starring turned Blockbusters. film similar added list. First half amazing.... Second half OK.. Ajith fans enjoying films real entertainment expected AjithKumar... Ajith son father amazing... Saran missed find flaws films.. Thala fans joint hands see real Thala film.At last clear review movie ""Old Story but Looks Ajith Camer make film treat Tamil Cinema"" 14 24 found helpful. Was review helpful? Sign vote. Permalink",Asal,0.15333333333333300,positive
74,kamalks,10 February 2010,"much awaited asal finally hits screen expectation went movie. First all, hats off saran team brilliant effort create one stylish film ever made India. But, may process, failed concentrate much story well music factors put asal back foot..Ajith aka ""THALA"" major plus , may plus movie lives expectation... evident alone , apart Superstar, considered kind stylish movies made Tamil.. ""Thala"" factor takes movie another level... movie would total crap, acted anyone else Ajith... That tells much movie needs him...Asal basically lacks good story better music basic parameters south Indian movies.. no idea three people (saran, yugi sethu, ajith ) story screenplay, since search story anywhere movie.. And music horrible.. seems saran urged bharadwaj compose music way restroom.. Bharadwaj's asal(real) magic missing worst part stealing Bond movies theme background score...Sameera bhavana best fit roles but bhavana looks much younger Ajith, makes screen chemistry miserable. Sameera also wasted movie...Yugi sethu tried comedy succeeded but real comedian prabhu...As usual 1980's villain, except Kelly Dorji (shetty), stands among baddies...The movie would lot better, saran skipped songs... Among technicians, Prashanth D. Misale rocks cinematographer.. Especially opening scene, aerial beauty Paris mesmerizes viewers... Through movie, cinematography taken another dimension adds style content movie... Stunts short smart not like Tamil movies blood shed... But avoided one particular scene copied Korean movie ""a bittersweet life""... not rule stylish movies not story it.... Saran understand this... Asal certainly impresses movie goers around city... But no way create impact you... Only Ajith save movie on.... 7 10 found helpful. Was review helpful? Sign vote. Permalink",Asal,0.09750643500643500,negative
75,aanandthedon,5 October 2010,"Asal crap movie another flop ajithkumar,A big fan say film hit, but professional analyzing fact, certainly say ajith bagged flop. Story: Asal story feud three brothers over property; two brothers (Sampath Kumar Rajeev Krishna) one side avarice wealth righteous third trying stop family breaking down. No marks guessing righteous one, else but Ajith Kumar?! feud exists undercurrent presence father (Ajith again) turns ugly personal passes away. grows bigger two brothers joining elbow Ajith. He graciously steps aside, wanting keep cordial relations. But, two brothers not able handle huge wealth responsibility brings. Their wealth attracts trouble Ajith come back save brothers. Do things end feud continue, wealth disintegrate family Ajith conquer odds? Watch Asal find out.Verdict: Asal gain no great interest 8 17 found helpful. Was review helpful? Sign vote. Permalink",Asal,-0.13072562358276600,negative
76,SAMTHEBESTEST,24 October 2020,"Kaithi         Brief Review -A Hollywood Remake converted 'Blockbuster A Grade Action Drama' Tamil Cinema. Among South Action films seen till date whether Television Mobile, insensible unreasonable action sequences please masses therefore don't much interest watch films. Somehow, Kaithi made watchlist High Rating IMDb Bollywood Remake announcement. Now say that, Yes, South make Sensible Action Films right contect, well executed Action sequences perfect emotional touch. Kaithi fine example A Grade Action Film  not thriller all  far far away unrealistic non sense action flicks thin hero could take    healthy villains make fly high unseen hidden punches. Apart Action Kaithi also takes care proper plotting start end conflicts right places. leading role amazingly portrayed Karthi. He character first scene never took whether action sequence emotional scene. would hard forget image see Ajay Devgn Bollywood Remake even though Ajay Devgn Great Actor. Rest cast okay but no effective impact anyone. Lokesh Kanagraj direction matured rare genre kept essence content alive. He not fall apart adding comedy make another masala film, rather made thrilling rare. And despite little dark tone film became Blockbuster success proves Director's vision make original flick unoriginal genre right. Finally relief senseless Action flicks South Indian cinema since Bahubali KGF.RATING -  /  *By - #samthebestest     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.15593426501035200,positive
77,arungeorge,2 December 2019,"It's fairly impossible craft action-thriller suited Tamil sensibilities without acknowledging audience. Lokesh Kanagaraj pretty amazing job staying true pure action genre Kaithi. It's action thriller lot heart. As saw Kanagaraj's earlier venture Maanagaram, Kaithi interweaving storylines. But treatment renders engaging throughout. It's long film      minutes so  yes, but story moves rapid pace audience remains consistently hooked. To put across funny way, Kaithi kind film there's much happening breakneck speed viewer who's open lid water bottle hydrate himself/herself may hold back so, till end another elaborate set-piece.And talk set-pieces, crafting stunning  though exaggerated times . Anbariv man behind well-thought-out sequences often raise levels adrenaline audience. Sathyan Sooryan  the DOP Theeran Adhigaaram Ondru  handles cinematography - Kaithi shot entirely night  except last frames  yet, everything unravels artificial light looks good screen. background score Sam CS definitely ups style element film, it's one soundtrack you'll want check YouTube SoundCloud immediately you're done watching.There no songs sappy romances Kaithi - well, that's action thriller ought be. appreciate Kanagaraj away unnecessary commercial elements, even numerous 'invincible mass hero' moments. It's wonderful Kanagaraj given emphasis characters Karthi's Dilli. George Maryan, relegated comical roles films, gets meaty character fair bit action - brilliantly memorable job it! Narain, we're seeing movies while, wonderfully restrained lets Karthi shine scenes whistling fans. Dheena offers comic relief form pop-culture references lightens tone otherwise serious flick.At core, there's also story father who's travelling meet daughter first time. While amps sentimental quotient, certain scenes one featuring crushed earrings, could written better  or completely subverted . There isn't suspense important twisty bits given away opening  half  itself, but Kanagaraj's packaging works wonders here. action bits strongly done, that's more-than-good reason watch Kaithi. Well, often see lungi-clad hero using Gatling gun?     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.16980077745383900,positive
78,santhosh,6 December 2019,Excellent Movie. Everybody acted well movie. movie interesting thrilling. There no boring scenes songs. main highlight movie everybody equal scope perform made movie excellent. movie many thrilling scenes. movie one Best Movie Karthi one Best Tamil Movie     . Excellent Movie.     found helpful. Was review helpful? Sign vote. Permalink,Kaithi,0.5972222222222220,positive
79,kamalbeeee,29 October 2019,Film based cocane smuggling cops goons...one good cop seeking help man recently released jail sentence...great screenplay lot twists interesting facts...cold blood scenes also there...director indicts part   movie...Cast soo good...especially Karthi naren...     found helpful. Was review helpful? Sign vote. Permalink,Kaithi,0.275,positive
80,saru,30 October 2019,"An engaging one!No songs, no heroine, no romance but emotionally charged actions twists & turns kept us engaged throughout film.      found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.2,positive
81,Azanspy,30 October 2019,"don't remember last time saw Tamil movie mass movie good thriller. Petta fits part mass movie but not thriller. Kaithi high voltage scenes. film full action start end. There no hero flashback scenes romantic dance number leading couples. There's not even female lead there's no need it. liked elements Kaithi. Karthi excellent job carries film shoulders. direction screenplay also good movie not bore anytime even though full action. bgm also cool. Overall, Kaithi watch movie theatres everyone watch Bigil. Waiting sequel.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.315,positive
82,vjnambu,5 November 2019,"title film not kaithi story prisoner but one starts watching locked won't move film ends. Initially, not interested film. didn't even see trailer. But super strong positive word mouth made curious watch it. Finally, got see everything said true. keeps glued seat start finish. best thing film bgm helps film not become dull makes worth theatre experience. Screenplay film watertight despite many things happening around. Performances everyone perfect. Karthi proves versatility dilli. His acting emotional scenes amazing. loved voice anbu character  not sure whether dubbed . Special mention goes police constable character called second hero film. Tamil cinema famous family sentiments. Kaithi daughter sentiment touching. Kudos karthi child. And finally action sequences. Though unrealistic bit over top powerful. Film ends cliffhanger making eager know dilli. On whole, kaithi watch interesting plot, tight screenplay many thrilling moments. Waiting sequel. Hats off lokesh kanakarajan best thalapathy   .     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.28143262987013000,positive
83,AnonymousbutDilpreet,7 May 2021,"not big fan action movies. reason is- don't offer anything new always believe there's limit much enjoy them. Beyond certain point, become monotonous.Coming Kaithi, got many things right action films usually don't. One fact not lose plot badly. director smart enough not include lousy action scenes, flashbacks, pointless comedy. action limited doesn't get repetitive. For average Indian, may look grim goresome, but fans genre, may seem mild.I didn't like characters. They not good enough love but not bad enough hate either, i.e, lack depth. Action not top-notch, it's okayish. Plot-line thin but it's not bad thing all. But action movie,     minutes much liking.And big question is, worthy  . /  ? Well, much Thadam Ratchasan. It's high time stop promoting mediocre films. Many Tamil/Telugu movies last   years got ludicrously high ratings, one no exception. IMDB ratings lost relevance completely.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,-0.012620631401119200,negative
84,sriramthestranger,26 October 2019,"unique film Tamil cinema without songs  or  lead actress. plot happens night protagonist agrees lorry driver safely land cops Commissioner office. action sequences realistic carry forward narration. Karthi brilliant acting stunt sequences. narration jumps back forth gangsters, lorry drive police station. A brilliant film not disappoint you!!! Do watch it!!     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.3802083333333330,positive
85,ragingbull,16 May 2021,"Hand heart, gave almost orgasmic pleasure. Yes, good.The IMDb summary is, thankfully, incomplete doesn't give much away.This directorial triumph, editing writing coming close second third. screenplay worth salivating over.One low point action scenes sometimes over- -top.The pace relentless maintain beginning end, runtime     minutes, quite accomplishment.The acting right, but honest wouldn't mattered much direction.Rightfully rated amongst top Indian movies time.My favourite film first  .  months     .Streaming _Hotstar_. remade Hindi, Ajay Devgan.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.2029761904761910,positive
86,nidhunmoviebuff,21 January 2020,"Karthi delivers yet another blockbuster Theeran adhigaaram ondru Thozha performance Kaithi subtle nuanced parts big helpings masala action needed. Although movie overstretched   hours    minutes, heartwarming climax makes it.Right introduction sequence, feel pain longing felt Karthi's character 'Dilli' life lost behind bars much misses family. Director Logesh Kanagaraj mixed right amounts stunts fight sequences without going overboard like masala Tamil movies, keeping script focus. Especially loved restraint director showed not going Karthi's backstory elaborate, action-infused flashback sequences  as norm , but instead revealing pieces well-enacted conversations Dilli  Karthi  fantastic Dheena hapless lorry-owner/caterer Kamatchi. A definite watch!Karthi ability picking good scripts, something brother learn from.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.11445578231292500,positive
87,dhavalpithwa,27 October 2020,What fantastic Movie #karthi Act Was Unbelievable Perfect Every Scene Was Mind Blowing... Direction Story ....Can't World Fr Movie...Unexpected..........Describe One World Masterpiece..     found helpful. Was review helpful? Sign vote. Permalink,Kaithi,0.3833333333333330,positive
88,InsaneMan,31 October 2020,"Slightly spooo, don't worry, ignoring.Script -  /  Story -  /  Direction -  /  Cinematography -  /  Acting -  /  Editing -  /  Genre - Suspense/Action/ThrillerFlaw - severalOverall  .A compelling & tensed environment beginning, not single second ignore. A milestone south cinema industry. compared another thriller A Wednesday. Though Kaithi flaws A Wednesday greater one.   KM, takes time     KM. Karthi's fatherhood fine overall expression doesn't fit compelling situation. His story remains mystery. His expression towards daughter show off emotion, not much serious anything. In points, Karthi's acting worst, expressions actions make no sense. In fine, Karthi one flaw movie. If say is, spoiler. clue, needed serious health checkups but didn't care.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.06904761904761910,negative
89,magadalwarmayur,7 December 2019,movie almost perfect . cinematography editing choreography action top-notch. Director good job performing executing shots . whole movie epic. love emotional aspect daughter beautiful see big screen     found helpful. Was review helpful? Sign vote. Permalink,Kaithi,0.445,positive
90,Harshithnagraj,20 January 2021,first film Karthi seen but doesn't disappoint me. One best action thrillers seen life l. That bgm really next level. And action sequences simply mind-blowing. Overall life time experience.     found helpful. Was review helpful? Sign vote. Permalink,Kaithi,0.20714285714285700,positive
91,postsenthil,8 December 2019,"A truck load drugs seized crack team cops appears biggest drug bust ever. desperate drug gang wants consignment back cost.Thus begins narrative thrill ride events unfolding over night well placed moles side safety cache well lives top cops hanging slender thread resting shoulders recently released convict.Karthi brings simmering intensity part protagonist, Dilli - father yearning see daughter first time spending decade prison well titular macho convict rescuing cops. Sam CS throttles proceedings onwards pulsating score.After stellar debut Maanagaram, director Lokesh Kanagaraj  LK  delivers average action flick fairly engaging entertaining.Overall, may not match Maanagaram audacity, Kaithi, despite flaws, neat action entertainer.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.09583333333333330,negative
92,naveensankaran,11 November 2019,"It's while, since witnessed Intense thriller filled humour, emotion action, tightly knitted together. Kaidhi racy-step ahead terms quality filmmaking. LokeshKanagaraj master screenplay indeed! never expected one bring seriously emotional scene, right next heavy holly-style action block.Karthi surrendered Dilli, remembered one kick-ass characters recent times.Kaidhi - surrender screenplay !Get real experience theatres!     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.08020833333333330,negative
93,niyantha,25 October 2019,"@Dir_Lokeshwt show manwritten,Directed unique emotional manner strong action.Content speaks what's caliber.Needed guts write kind plots without #Actress Songs.Congratulations success.#Karthimost promisingwild,raw performanceafter Parudhi veeran@SamCSmusic BGM terrifying#SathyaSooran Cinematography     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.3520833333333330,positive
94,jakegylly,19 January 2020,"Except fight sequences bit illogical story, screenplay, acting everything awesome interesting till end definitely Worth watching movie     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.45,positive
95,sarathpillaijl,16 December 2019,"Oh man..... one splendid. Speechless, edge seat. As watching late, waiting hero's entry boy, movie deliver it! Throughout movie want hero win, director somehow found way make us feel way. My heart pounding throughout duration movie. definitely going glue eye screen.The direction screenplay world. He even managed capture father daughter sentiments round action movie.The cast wonderful. Everybody justice role.The story fantastic. Its like desi version John Wick. would definitely love see sequel.Overall outstanding movie.       found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.35583333333333300,positive
96,rohitreviews,15 November 2019,"Good movie, bit over done end. Acting good, story could little bit better, it's action movie rather story such. Entertainment sure       found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.2890625,positive
